authorityDraftRevisionId,createdTimestamp,updatedTimestamp,atlasCategory,atlasStatus,reference,title,status,type,ietfStream,publishedDate,canonicalUrl,canonicalFormat,plainTextUrl,htmlUrl,otherUrl,otherFormat,notes
,,,,relComplete,draft-ietf-jose-json-web-key-16,JSON Web Key (JWK),Revised,Internet-Draft,IETF,2013-09-15,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-16.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-16.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-key/16/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-key-15,JSON Web Key (JWK),Revised,Internet-Draft,IETF,2013-09-03,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-15.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-15.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-key/15/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-key-14,JSON Web Key (JWK),Revised,Internet-Draft,IETF,2013-07-29,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-14.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-14.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-key/14/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-key-13,JSON Web Key (JWK),Revised,Internet-Draft,IETF,2013-07-15,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-13.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-13.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-key/13/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-key-12,JSON Web Key (JWK),Revised,Internet-Draft,IETF,2013-07-12,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-12.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-12.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-key/12/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-key-11,JSON Web Key (JWK),Revised,Internet-Draft,IETF,2013-05-28,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-11.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-11.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-key/11/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-key-10,JSON Web Key (JWK),Revised,Internet-Draft,IETF,2013-04-26,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-10.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-10.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-key/10/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-key-09,JSON Web Key (JWK),Revised,Internet-Draft,IETF,2013-04-23,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-09.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-09.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-key/09/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-key-08,JSON Web Key (JWK),Revised,Internet-Draft,IETF,2012-12-28,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-08.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-08.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-key/08/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-key-07,JSON Web Key (JWK),Revised,Internet-Draft,IETF,2012-11-07,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-07.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-07.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-key/07/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-key-06,JSON Web Key (JWK),Revised,Internet-Draft,IETF,2012-10-15,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-06.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-06.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-key/06/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-key-05,JSON Web Key (JWK),Revised,Internet-Draft,IETF,2012-07-30,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-05.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-05.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-key/05/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-key-04,JSON Web Key (JWK),Revised,Internet-Draft,IETF,2012-07-16,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-04.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-04.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-key/04/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-key-03,JSON Web Key (JWK),Revised,Internet-Draft,IETF,2012-07-06,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-03.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-03.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-key/03/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-key-02,JSON Web Key (JWK),Revised,Internet-Draft,IETF,2012-05-12,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-02.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-02.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-key/02/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-key-01,JSON Web Key (JWK),Revised,Internet-Draft,IETF,2012-03-12,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-01.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-01.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-key/01/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-key-00,JSON Web Key (JWK),Revised,Internet-Draft,IETF,2012-01-16,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-00.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-key-00.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-key/00/,IETF Datatracker,
,,,,relComplete,draft-jones-json-web-key-03,JSON Web Key (JWK),Replaced,Internet-Draft,,2011-12-14,https://www.ietf.org/archive/id/draft-jones-json-web-key-03.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-jones-json-web-key-03.txt,,https://datatracker.ietf.org/doc/draft-jones-json-web-key/03/,IETF Datatracker,
,,,,relComplete,draft-jones-json-web-key-02,JSON Web Key (JWK),Revised,Internet-Draft,,2011-10-31,https://www.ietf.org/archive/id/draft-jones-json-web-key-02.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-jones-json-web-key-02.txt,,,,
,,,,relComplete,draft-jones-json-web-key-01,JSON Web Key (JWK),Revised,Internet-Draft,,2011-07-26,https://www.ietf.org/archive/id/draft-jones-json-web-key-01.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-jones-json-web-key-01.txt,,,,
,,,,relComplete,draft-jones-json-web-key-00,JSON Web Key (JWK),Revised,Internet-Draft,,2011-05-01,https://www.ietf.org/archive/id/draft-jones-json-web-key-00.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-jones-json-web-key-00.txt,,,,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-40,JSON Web Algorithms (JWA),Adopted,Internet-Draft,IETF,2015-01-13,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-40.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-40.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/40/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-39,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2014-12-30,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-39.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-39.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/39/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-38,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2014-12-09,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-38.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-38.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/38/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-37,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2014-11-19,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-37.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-37.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/37/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-36,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2014-10-24,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-36.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-36.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/36/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-35,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2014-10-17,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-35.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-35.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/35/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-34,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2014-10-14,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-34.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-34.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/34/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-33,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2014-09-25,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-33.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-33.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/33/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-32,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2014-09-23,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-32.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-32.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/32/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-31,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2014-07-04,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-31.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-31.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/31/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-30,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2014-07-01,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-30.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-30.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/30/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-29,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2014-06-20,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-29.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-29.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/29/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-28,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2014-06-20,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-28.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-28.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/28/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-27,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2014-06-10,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-27.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-27.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/27/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-26,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2014-04-30,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-26.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-26.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/26/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-25,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2014-03-31,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-25.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-25.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/25/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-24,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2014-03-18,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-24.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-24.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/24/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-23,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2014-03-03,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-23.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-23.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/23/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-22,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2014-03-02,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-22.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-22.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/22/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-21,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2014-02-14,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-21.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-21.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/21/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-20,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2014-01-20,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-20.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-20.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/20/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-19,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2013-12-29,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-19.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-19.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/19/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-18,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2013-11-12,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-18.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-18.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/18/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-17,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2013-10-07,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-17.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-17.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/17/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-16,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2013-09-15,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-16.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-16.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/16/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-15,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2013-09-03,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-15.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-15.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/15/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-14,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2013-07-29,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-14.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-14.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/14/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-13,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2013-07-15,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-13.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-13.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/13/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-12,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2013-07-12,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-12.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-12.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/12/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-11,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2013-05-28,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-11.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-11.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/11/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-10,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2013-04-26,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-10.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-10.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/10/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-09,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2013-04-23,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-09.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-09.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/09/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-08,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2012-12-28,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-08.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-08.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/08/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-07,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2012-11-07,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-07.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-07.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/07/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-06,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2012-10-15,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-06.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-06.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/06/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-05,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2012-07-30,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-05.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-05.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/05/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-04,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2012-07-16,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-04.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-04.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/04/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-03,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2012-07-06,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-03.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-03.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/03/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-02,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2012-05-12,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-02.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-02.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/02/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-01,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2012-03-12,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-01.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-01.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/01/,IETF Datatracker,
,,,,relComplete,draft-ietf-jose-json-web-algorithms-00,JSON Web Algorithms (JWA),Revised,Internet-Draft,IETF,2012-01-16,https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-00.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-jose-json-web-algorithms-00.txt,,https://datatracker.ietf.org/doc/draft-ietf-jose-json-web-algorithms/00/,IETF Datatracker,
,,,,relComplete,draft-ietf-oauth-json-web-token-32,JSON Web Token (JWT),Adopted,Internet-Draft,IETF,2014-12-09,https://www.ietf.org/archive/id/draft-ietf-oauth-json-web-token-32.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-oauth-json-web-token-32.txt,,https://datatracker.ietf.org/doc/draft-ietf-oauth-json-web-token/32/,IETF Datatracker,
,,,,relComplete,draft-ietf-oauth-json-web-token-31,JSON Web Token (JWT),Revised,Internet-Draft,IETF,2014-11-19,https://www.ietf.org/archive/id/draft-ietf-oauth-json-web-token-31.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-oauth-json-web-token-31.txt,,https://datatracker.ietf.org/doc/draft-ietf-oauth-json-web-token/31/,IETF Datatracker,
,,,,relComplete,draft-ietf-oauth-json-web-token-30,JSON Web Token (JWT),Revised,Internet-Draft,IETF,2014-10-24,https://www.ietf.org/archive/id/draft-ietf-oauth-json-web-token-30.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-oauth-json-web-token-30.txt,,https://datatracker.ietf.org/doc/draft-ietf-oauth-json-web-token/30/,IETF Datatracker,
,,,,relComplete,draft-ietf-oauth-json-web-token-29,JSON Web Token (JWT),Revised,Internet-Draft,IETF,2014-10-17,https://www.ietf.org/archive/id/draft-ietf-oauth-json-web-token-29.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-oauth-json-web-token-29.txt,,https://datatracker.ietf.org/doc/draft-ietf-oauth-json-web-token/29/,IETF Datatracker,
,,,,relComplete,draft-ietf-oauth-json-web-token-28,JSON Web Token (JWT),Revised,Internet-Draft,IETF,2014-10-14,https://www.ietf.org/archive/id/draft-ietf-oauth-json-web-token-28.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-oauth-json-web-token-28.txt,,https://datatracker.ietf.org/doc/draft-ietf-oauth-json-web-token/28/,IETF Datatracker,
,,,,relComplete,draft-ietf-oauth-json-web-token-27,JSON Web Token (JWT),Revised,Internet-Draft,IETF,2014-09-25,https://www.ietf.org/archive/id/draft-ietf-oauth-json-web-token-27.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-oauth-json-web-token-27.txt,,https://datatracker.ietf.org/doc/draft-ietf-oauth-json-web-token/27/,IETF Datatracker,
,,,,relComplete,draft-ietf-oauth-json-web-token-26,JSON Web Token (JWT),Revised,Internet-Draft,IETF,2014-09-23,https://www.ietf.org/archive/id/draft-ietf-oauth-json-web-token-26.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-oauth-json-web-token-26.txt,,https://datatracker.ietf.org/doc/draft-ietf-oauth-json-web-token/26/,IETF Datatracker,
,,,,relComplete,draft-ietf-oauth-json-web-token-25,JSON Web Token (JWT),Revised,Internet-Draft,IETF,2014-07-04,https://www.ietf.org/archive/id/draft-ietf-oauth-json-web-token-25.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-oauth-json-web-token-25.txt,,https://datatracker.ietf.org/doc/draft-ietf-oauth-json-web-token/25/,IETF Datatracker,
,,,,relComplete,draft-ietf-oauth-json-web-token-24,JSON Web Token (JWT),Revised,Internet-Draft,IETF,2014-07-01,https://www.ietf.org/archive/id/draft-ietf-oauth-json-web-token-24.txt,Text (ASCII),https://www.ietf.org/archive/id/draft-ietf-oauth-json-web-token-24.txt,,https://datatracker.ietf.org/doc/draft-ietf-oauth-json-web-token/24/,IETF Datatracker,
